
<<< setup


<<< generate

Found incumbent of value 0,000000 after 0,02 sec. (18,90 ticks)
Tried aggregator 8 times.
MIP Presolve eliminated 340480 rows and 313210 columns.
MIP Presolve modified 34022 coefficients.
Aggregator did 100010 substitutions.
Reduced MIP has 61261 rows, 118621 columns, and 366438 nonzeros.
Reduced MIP has 2833 binaries, 0 generals, 0 SOSs, and 0 indicators.
Presolve time = 11,24 sec. (9281,30 ticks)
Probing time = 0,25 sec. (4,52 ticks)
Tried aggregator 1 time.
Reduced MIP has 61261 rows, 118621 columns, and 366438 nonzeros.
Reduced MIP has 2833 binaries, 0 generals, 0 SOSs, and 0 indicators.
Presolve time = 0,42 sec. (201,55 ticks)
Probing time = 0,06 sec. (4,55 ticks)
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 24 threads.
Root relaxation solution time = 0,78 sec. (404,05 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

*     0+    0                            0,0000    22757,0000              --- 
      0     0     7845,0000  1545        0,0000     7845,0000     4034     --- 
*     0+    0                         4883,9286     7845,0000            60,63%
      0     0     7357,1254   929     4883,9286    Cuts: 4582    46144   50,64%
      0     0     6976,7221  1247     4883,9286    Cuts: 5291    82548   42,85%
      0     0     6629,3370  1209     4883,9286    Cuts: 7436    99578   35,74%
*     0+    0                         5055,3987     6629,3370            31,13%
*     0+    0                         5144,3701     6629,3370            28,87%
*     0+    0                         5155,8844     6629,3370            28,58%
      0     0     6383,1864  1315     5155,8844    Cuts: 8042   124070   23,80%
      0     0     6150,1298   507     5155,8844    Cuts: 9369   168456   19,28%
      0     0     6136,5476   588     5155,8844    Cuts: 2802   179474   19,02%
*     0+    0                         5311,6534     6136,5476            15,53%
*     0+    0                         5391,7469     6136,5476            13,81%
      0     0     6110,7100   541     5391,7469    Cuts: 2445   187642   13,33%
      0     0     6100,1227   520     5391,7469    Cuts: 2163   198315   13,14%
      0     0     6092,6576   522     5391,7469    Cuts: 1590   205586   13,00%
*     0+    0                         5447,9929     6092,6576            11,83%
      0     0     6085,4561   502     5447,9929    Cuts: 1708   214273   11,70%
      0     0     6079,7895   467     5447,9929    Cuts: 1488   241108   11,60%
*     0+    0                         5610,5217     6079,7895             8,36%
      0     0     6073,0229   475     5610,5217    Cuts: 1545   261839    8,24%
      0     0     6067,7808   473     5610,5217    Cuts: 1527   279716    8,15%
      0     0     6062,0641   459     5610,5217    Cuts: 1593   315698    8,05%
      0     0     6057,4996   454     5610,5217    Cuts: 1406   329584    7,97%
      0     0     6052,6582   461     5610,5217     Cuts: 931   345112    7,88%
      0     0     6048,3718   439     5610,5217     Cuts: 807   363639    7,80%
      0     0     6046,3615   419     5610,5217     Cuts: 687   380416    7,77%
      0     0     6043,5595   413     5610,5217     Cuts: 735   396974    7,72%
      0     0     6041,3710   415     5610,5217     Cuts: 557   416165    7,68%
      0     0     6039,4398   411     5610,5217     Cuts: 594   461710    7,64%
      0     0     6037,5305   409     5610,5217     Cuts: 717   478702    7,61%
      0     0     6035,7061   398     5610,5217     Cuts: 531   494261    7,58%
      0     0     6034,6386   402     5610,5217     Cuts: 370   517585    7,56%
      0     0     6033,3441   406     5610,5217     Cuts: 394   538552    7,54%
Heuristic still looking.
Heuristic still looking.
Heuristic still looking.
      0     2     6033,3441   406     5610,5217     6033,3441   538552    7,54%
Elapsed time = 1438,89 sec. (1019970,71 ticks, tree = 0,00 MB, solutions = 9)
      1     3     6032,7093   399     5610,5217     6033,3441   551534    7,54%
      2     4     6012,4646   406     5610,5217     6033,3441   551607    7,54%
      3     5     6001,3441   399     5610,5217     6030,7863   552854    7,49%
      4     6     5998,0040   406     5610,5217     6030,7863   557112    7,49%
      5     7     6004,6741   404     5610,5217     6030,7863   564808    7,49%
      8    10     5999,0862   406     5610,5217     6030,7863   566879    7,49%
      9    11     5972,9347   405     5610,5217     6030,7863   567784    7,49%
     10    12     6016,9123   403     5610,5217     6025,0639   568644    7,39%
     11    13     5986,0342   399     5610,5217     6025,0639   580371    7,39%
     13    15     5964,3851   405     5610,5217     6025,0639   609477    7,39%
Elapsed time = 1626,53 sec. (1131763,74 ticks, tree = 0,00 MB, solutions = 9)
     14    16     5957,5303   405     5610,5217     6025,0639   631804    7,39%
     18    20     5953,7543   414     5610,5217     6025,0639   659349    7,39%
     20    22     5930,0101   397     5610,5217     6025,0639   666542    7,39%
     21    23     5923,1553   396     5610,5217     6025,0639   668958    7,39%
     23    25     6015,2312   401     5610,5217     6016,8734   671322    7,24%
     24    26     5974,4084   397     5610,5217     6016,8734   676400    7,24%
     29    31     5978,4315   406     5610,5217     6016,8734   703651    7,24%
     30    32     5948,2160   397     5610,5217     6016,8734   742171    7,24%
     31    33     5949,6861   403     5610,5217     6016,8734   778036    7,24%
     32    34     5936,3016   402     5610,5217     6016,8734   782001    7,24%
Elapsed time = 1801,01 sec. (1220548,30 ticks, tree = 0,00 MB, solutions = 9)
     41    43     5927,2610   396     5610,5217     6016,8734   837262    7,24%
     47    49     6001,4761   402     5610,5217     6016,8734   855653    7,24%
     51    53     5888,3165   402     5610,5217     6016,8734   868793    7,24%
     56    58     5930,9070   404     5610,5217     6016,8734   892020    7,24%
     60    62     5917,7026   404     5610,5217     6016,8734   917719    7,24%
     62    64     5910,9535   399     5610,5217     6016,8734   963122    7,24%
     63    65     5901,5109   406     5610,5217     6016,8734   987730    7,24%
     83    85     5894,7790   403     5610,5217     6016,8734  1116033    7,24%
    105   107     5883,7107   410     5610,5217     6016,8734  1173423    7,24%
    117   119     5919,6038   387     5610,5217     6016,8734  1203423    7,24%
Elapsed time = 2114,64 sec. (1294601,84 ticks, tree = 0,00 MB, solutions = 9)
    122   124     5881,1141   394     5610,5217     6016,8734  1213775    7,24%
    228   230     5879,8657   380     5610,5217     6016,8734  1395365    7,24%
    241   243     5992,4125   401     5610,5217     6016,8734  1423999    7,24%
    242   244     5853,1020   378     5610,5217     6016,8734  1426742    7,24%
    245   247     5854,0591   388     5610,5217     6016,8734  1441916    7,24%
    249   251     5848,1616   384     5610,5217     6016,8734  1456568    7,24%
    261   263     5955,1630   398     5610,5217     6016,8734  1515616    7,24%
    264   266     5933,1042   411     5610,5217     6016,8734  1560251    7,24%
    331   333     5937,4317   399     5610,5217     6016,8734  1969286    7,24%
    339   341     5826,2107   344     5610,5217     6016,8734  2014375    7,24%
Elapsed time = 2738,58 sec. (1407608,66 ticks, tree = 0,00 MB, solutions = 9)
    390   390     5891,0943   397     5610,5217     6016,8734  2324557    7,24%
    400   400     5830,8655   368     5610,5217     6016,8734  2383816    7,24%
    409   409     5804,7902   376     5610,5217     6016,8734  2440846    7,24%
    424   424     5932,8093   399     5610,5217     6016,8734  2510866    7,24%
    425   425     5796,0050   372     5610,5217     6016,8734  2516133    7,24%
    426   426     5830,3265   384     5610,5217     6016,8734  2533297    7,24%
    429   429     5755,6722   372     5610,5217     6016,8734  2541913    7,24%
    432   432     5825,1605   344     5610,5217     6016,8734  2571011    7,24%
    437   437     5813,9943   375     5610,5217     6016,8734  2593375    7,24%
    450   450     5791,9101   383     5610,5217     6016,8734  2742674    7,24%
Elapsed time = 3365,70 sec. (1553803,10 ticks, tree = 0,00 MB, solutions = 9)
    474   474     5827,9763   382     5610,5217     6016,8734  2915201    7,24%
    522   522     5820,9128   381     5610,5217     6016,8734  3195611    7,24%
    536   536     5830,3264   376     5610,5217     6016,8734  3280671    7,24%
    768   766     5907,6475   348     5610,5217     6016,8734  4264236    7,24%
    770   768     5801,3763   380     5610,5217     6016,8734  4299793    7,24%
    792   790     5884,9579   349     5610,5217     6016,8734  4496627    7,24%
    794   792     5814,3674   377     5610,5217     6016,8734  4530238    7,24%
    818   816     5790,7075   373     5610,5217     6016,8734  4701005    7,24%
    842   840     5786,3428   373     5610,5217     6016,8734  4897961    7,24%
    866   862     5787,3131   372     5610,5217     6016,8734  5092328    7,24%
Elapsed time = 4705,52 sec. (1830006,03 ticks, tree = 0,00 MB, solutions = 9)
    890   886     5785,0831   372     5610,5217     6016,8734  5230344    7,24%
    912   908     5865,1126   347     5610,5217     6016,8734  5386851    7,24%
    914   910     5646,7830   382     5610,5217     6016,8734  5408111    7,24%
    938   930     5779,9914   338     5610,5217     6016,8734  5601393    7,24%
    960   952     5872,7074   345     5610,5217     6016,8734  5723195    7,24%
    962   954     5778,5111   338     5610,5217     6016,8734  5730306    7,24%
    998   988     5754,5627   366     5610,5217     6016,8734  5999961    7,24%
   1078  1064     5703,4474   356     5610,5217     6016,8734  6531831    7,24%
   1088  1074     5645,2672   341     5610,5217     6016,8734  6603456    7,24%
   1269  1236     5889,2630   345     5610,5217     6012,5511  7237188    7,17%
Elapsed time = 5578,58 sec. (1950569,73 ticks, tree = 103,56 MB, solutions = 9)
   1271  1238     5768,2334   335     5610,5217     6012,5511  7258584    7,17%
   1278  1245     5689,4691   365     5610,5217     6012,5511  7333281    7,17%
   1285  1252     5751,0107   369     5610,5217     6012,5511  7406709    7,17%
   1295  1260     5760,9414   333     5610,5217     6012,5511  7492062    7,17%
   1299  1264     5639,0155   343     5610,5217     6012,5511  7538071    7,17%
   1309  1274     5742,6537   371     5610,5217     6012,5511  7621287    7,17%
   1315  1278     5796,5870   330     5610,5217     6012,5511  7679803    7,17%
   1319  1282     5751,8580   332     5610,5217     6012,5511  7706898    7,17%
   1321  1282     5641,9345   357     5610,5217     6012,5511  7725635    7,17%
   1329  1290     5679,2659   353     5610,5217     6012,5511  7804106    7,17%
Elapsed time = 5993,91 sec. (2028330,31 ticks, tree = 103,56 MB, solutions = 9)
   1339  1297     5787,6004   328     5610,5217     6012,5511  7880239    7,17%
   1343  1301     5754,0387   332     5610,5217     6012,5511  7934217    7,17%
   1350  1306     5675,7404   364     5610,5217     6012,5511  7972736    7,17%
   1363  1313     5789,2564   331     5610,5217     6012,5511  8131235    7,17%
   1374  1322     5650,2400   361     5610,5217     6012,5511  8204159    7,17%
   1379  1327     5684,3346   355     5610,5217     6012,5511  8262385    7,17%
   1398  1341     5646,1391   359     5610,5217     6012,5511  8375476    7,17%
   1403  1346     5685,5679   353     5610,5217     6012,5511  8400927    7,17%
   1411  1354     5780,0496   331     5610,5217     6012,5511  8532120    7,17%
   1427  1369     5683,5224   355     5610,5217     6012,5511  8678846    7,17%
Elapsed time = 7007,20 sec. (2165525,05 ticks, tree = 103,56 MB, solutions = 9)
   1451  1384     5677,4762   355     5610,5217     6012,5511  8912922    7,17%
   1475  1402     5681,8582   351     5610,5217     6012,5511  9072078    7,17%
   1499  1421     5678,7121   316     5610,5217     6012,5511  9288046    7,17%
   1523  1443     5675,3232   315     5610,5217     6012,5511  9512030    7,17%
   1591  1505     5637,3970   309     5610,5217     6012,5511 10140639    7,17%
   1845  1730     5816,2377   333     5610,5217     6012,5511 11520530    7,17%
   1848  1733     5880,6489   367     5610,5217     6012,5511 11633777    7,17%
   1869  1754     5820,7590   331     5610,5217     6012,5511 12329186    7,17%
   1893  1776     5812,1566   332     5610,5217     6012,5511 13067176    7,17%
   1917  1800     5816,2987   334     5610,5217     6012,5511 13432492    7,17%
Elapsed time = 8957,04 sec. (2555966,03 ticks, tree = 327,21 MB, solutions = 9)
   1920  1803     5870,5703   337     5610,5217     6012,5511 13541337    7,17%
   1941  1822     5797,2687   330     5610,5217     6012,5511 13810910    7,17%
   1944  1825     5852,8737   334     5610,5217     6012,5511 13821347    7,17%
   1965  1844     5811,6309   327     5610,5217     6012,5511 14065672    7,17%
   1968  1847     5864,8617   339     5610,5217     6012,5511 14108965    7,17%
   1992  1869     5859,7609   336     5610,5217     6012,5511 14383536    7,17%
   2016  1893     5852,4518   339     5610,5217     6012,5511 14642922    7,17%
   2040  1917     5847,9872   337     5610,5217     6012,5511 14910173    7,17%
   2064  1939     5841,6966   334     5610,5217     6012,5511 15130086    7,17%
   2088  1961     5834,5918   330     5610,5217     6012,5511 15438194    7,17%
Elapsed time = 10952,48 sec. (2772741,88 ticks, tree = 327,21 MB, solutions = 9)
   2112  1981     5826,4031   331     5610,5217     6012,5511 15674116    7,17%
   2136  2001     5824,7884   331     5610,5217     6012,5511 15862191    7,17%
   2160  2023     5822,0577   332     5610,5217     6012,5511 16154406    7,17%
   2184  2043     5812,5401   337     5610,5217     6012,5511 16491233    7,17%
   2208  2067     5817,8189   330     5610,5217     6012,5511 16745456    7,17%
   2383  2227     5906,9223   396     5610,5217     6012,5511 18615527    7,17%
   2572  2391     5768,8085   350     5610,5217     6012,5511 20468790    7,17%
   2626  2433     5740,6928   317     5610,5217     6006,7308 20604814    7,06%
   2629  2434     5811,4881   331     5610,5217     6006,7308 20782521    7,06%
   2653  2454     5806,7142   330     5610,5217     6006,7308 21081944    7,06%
Elapsed time = 12565,73 sec. (3162603,41 ticks, tree = 512,17 MB, solutions = 9)
   2701  2500     5806,3856   331     5610,5217     6006,7308 21505990    7,06%
   2749  2542     5799,2800   330     5610,5217     6006,7308 22026690    7,06%
   2797  2586     5798,9042   331     5610,5217     6006,7308 22586166    7,06%
   2869  2656     5759,2429   326     5610,5217     6006,7308 23109592    7,06%
   2893  2680     5775,9111   326     5610,5217     6006,7308 23290349    7,06%
   2933  2720     5784,0234   326     5610,5217     6006,7308 23679192    7,06%
   2957  2744     5779,4582   328     5610,5217     6006,7308 23910453    7,06%
   3005  2792     5775,8567   325     5610,5217     6006,7308 24436021    7,06%
   3029  2814     5767,0831   326     5610,5217     6006,7308 24695065    7,06%
   3053  2836     5759,5031   328     5610,5217     6006,7308 24967973    7,06%
Elapsed time = 13278,00 sec. (3293795,27 ticks, tree = 512,17 MB, solutions = 9)
   3077  2858     5762,7038   328     5610,5217     6006,7308 25228949    7,06%
   3109  2886     5717,1276   309     5610,5217     6006,7308 25586153    7,06%
   3133  2908     5707,9588   311     5610,5217     6006,7308 25845488    7,06%
   3181  2956     5705,4573   304     5610,5217     6006,7308 26336116    7,06%
   3229  3002     5690,8083   301     5610,5217     6006,7308 26888299    7,06%
   3301  3070     5683,2900   297     5610,5217     6006,7308 27544453    7,06%
   3373  3136     5665,1658   293     5610,5217     6006,7308 28270805    7,06%
